Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A2I6U5M9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U5P0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U5R3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U5R6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U5W8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U5Z6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U656	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U6C6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U6D9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A2I6U6K1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A2I6U6K6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U705	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U757	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U762	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U778	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U7B2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U7M6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U7M9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U7V4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U804	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U8B2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A2I6U8M6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U8Q9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U8Y4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U8Z8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U992	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U9P4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6U9Y1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UA67	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UA81	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UA97	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UAF1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UAG9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UAH1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UAL2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UAP2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UAQ7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UAR6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UAV6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2I6UAY5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UAZ1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UB19	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UB27	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UB41	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UBA3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UBG5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UBJ1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UBN5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UBN7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UBR1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UBT0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UC45	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A2I6UC51	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A2I6UC97	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A2I6UCB9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	97	IPR000012	1..82
A0A2I6UCD5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UCD6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UCI3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UCI5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UCP7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UCT2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UCW1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UD36	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UDE4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2I6UDF8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2I6UDG6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2I6UDM6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UDS0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UDT5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UDT8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UDY3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UDY9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UE01	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UE70	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEE0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEH9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEJ1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEJ6	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	41	IPR000012	1..40
A0A2I6UEJ9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEK7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEM0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEM7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEN3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEP3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UER4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UER6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UES5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UET8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	100	IPR000012	1..82
A0A2I6UET9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2I6UEU3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEU7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEX4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEX6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEX9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
A0A2I6UEZ2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2I6UEZ8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2K8GHP4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2K8GHW2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2K8GIH6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1J0Q1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1J0Q9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1J150	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KUX2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KUY1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KUZ6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KUZ7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV00	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV03	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV04	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV06	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV07	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV10	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV14	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV17	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV22	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV24	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV28	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV29	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV32	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV34	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV36	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV39	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV42	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV49	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV52	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV55	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV57	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV71	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV74	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV78	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV79	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2L1KV85	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV93	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KV96	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVA1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVA4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVA8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVB2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVB7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVC5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVE1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVF7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVG4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVG6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVH2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVH4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVH6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVI5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVI9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVJ4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVJ5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVK8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVK9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVL0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVL1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVL6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVL7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVM7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVM8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVN1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVN5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVP1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVP8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVR1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVR4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVS4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVT3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVT7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVT9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVU0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVU3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVU7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2L1KVU8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2L1KVV0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVV3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVV4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVW5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVW6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVX3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVX4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVX6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVY2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVY6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KVZ5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW02	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW10	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW16	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW24	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2L1KW30	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW31	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW33	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW37	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW39	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW45	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW55	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW56	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW59	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW65	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW68	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW69	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW71	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW91	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KW99	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
A0A2L1KWA1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWA3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A2L1KWB3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWC1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWC8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWD5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWD9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWE0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWG3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWG5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWH3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWH4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A2L1KWI0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
